MSA name,Output
2330.ID_620_left__REDUCED__8932-8999___9246-9305__DOTS_1,no significant pairs
2331.ID_1104_left__REDUCED__11467-11517___11764-11817__DOTS_1,no significant pairs
2332.ID_552_left__REDUCED__16621-16735___16983-17032__DOTS_1,no significant pairs
2333.ID_545_left__REDUCED__5198-5266___5514-5586__DOTS_1,no significant pairs
2334.ID_55:binLong:12_left_left__REDUCED__8929-8993___9241-9302__DOTS_1,no significant pairs
2335.ID_314:binLong:2_left_left__REDUCED__5191-5260___5508-5597__DOTS_1,no significant pairs
2336.ID_70:binLong:24_left_left__REDUCED__25438-25490___25739-25799__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2337.ID_152:binLong:5_left_left__REDUCED__985-1064___1313-1384__DOTS_1,no significant pairs
2338.ID_260:binLong:10_left_left__REDUCED__28443-28503___28752-28816__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2339.ID_111:binLong:11_left_left__REDUCED__19658-19794___20045-20113__DOTS_1,no significant pairs
234.ID_148:binShort:4_left_left__REDUCED__10748-10824___10795-10858__DOTS_1,no significant pairs
2340.ID_916_left__REDUCED__5208-5262___5513-5601__DOTS_1,no significant pairs
2341.ID_1325_left__REDUCED__8956-9006___9257-9312__DOTS_1,no significant pairs
2342.ID_79:binLong:22_left_left__REDUCED__9441-9576___9828-9953__DOTS_1,no significant pairs
2343.ID_188_left__REDUCED__11852-11923___12175-12262__DOTS_1,no significant pairs
2344.ID_12:binLong:20_left_left__REDUCED__19680-19783___20035-20111__DOTS_1,no significant pairs
2345.ID_1316_left__REDUCED__11461-11517___11769-11834__DOTS_1,no significant pairs
2346.ID_987_left__REDUCED__6855-6913___7166-7230__DOTS_1,no significant pairs
2347.ID_76:binLong:11_left_left__REDUCED__16628-16723___16976-17032__DOTS_1,no significant pairs
2348.ID_1260_left__REDUCED__8948-9002___9255-9295__DOTS_1,no significant pairs
2349.ID_1032_left__REDUCED__6063-6127___6381-6456__DOTS_1,no significant pairs
235.ID_4:binShort:3_left_left__REDUCED__16424-16496___16467-16557__DOTS_1,no significant pairs
2350.ID_1291_left__REDUCED__28457-28505___28759-28793__DOTS_1,no significant pairs
2351.ID_450_left__REDUCED__11823-11917___12172-12287__DOTS_1,no significant pairs
2352.ID_49:binLong:14_left_left__REDUCED__9448-9602___9857-9950__DOTS_1,no significant pairs
2353.ID_380_left__REDUCED__6857-6919___7174-7229__DOTS_1,no significant pairs
2354.ID_65:binLong:20_left_left__REDUCED__18672-18765___19020-19091__DOTS_1,no significant pairs
2355.ID_1150_left__REDUCED__5213-5257___5512-5575__DOTS_1,no significant pairs
2356.ID_142_left__REDUCED__11823-11921___12177-12288__DOTS_1,no significant pairs
2357.ID_911_left__REDUCED__16955-17047___17303-17440__DOTS_1,no significant pairs
2358.ID_790_left__REDUCED__16632-16727___16983-17028__DOTS_1,no significant pairs
2359.ID_945_left__REDUCED__6853-6909___7165-7232__DOTS_1,no significant pairs
236.ID_991_left__REDUCED__2678-2745___2717-2771__DOTS_1,no significant pairs
2360.ID_917_left__REDUCED__8941-8993___9249-9302__DOTS_1,no significant pairs
2361.ID_100:binLong:15_left_left__REDUCED__25438-25498___25754-25797__DOTS_1,no significant pairs
2362.ID_735_left__REDUCED__19669-19780___20037-20118__DOTS_1,no significant pairs
2363.ID_1343_left__REDUCED__16971-17054___17311-17402__DOTS_1,no significant pairs
2364.ID_186:binLong:10_left_left__REDUCED__4388-4441___4699-4773__DOTS_1,no significant pairs
2365.ID_1345_left__REDUCED__11827-11912___12171-12295__DOTS_1,no significant pairs
2366.ID_122_left__REDUCED__4371-4428___4687-4794__DOTS_1,no significant pairs
2367.ID_1093_left__REDUCED__5207-5254___5513-5603__DOTS_1,no significant pairs
2368.ID_12:binLong:33_left_left__REDUCED__16625-16705___16964-17020__DOTS_1,no significant pairs
2369.ID_438:binLong:18_left_left__REDUCED__6087-6138___6397-6467__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
237.ID_510_left__REDUCED__1263-1316___1288-1361__DOTS_1,no significant pairs
2370.ID_173_left__REDUCED__18677-18748___19008-19088__DOTS_1,no significant pairs
2371.ID_1137_left__REDUCED__16979-17050___17310-17404__DOTS_1,no significant pairs
2372.ID_266:binLong:11_left_left__REDUCED__25429-25479___25739-25793__DOTS_1,no significant pairs
2373.ID_137:binLong:9_left_left__REDUCED__9473-9611___9872-9943__DOTS_1,no significant pairs
2374.ID_17:binLong:24_left_left__REDUCED__16629-16719___16980-17033__DOTS_1,no significant pairs
2375.ID_1188_left__REDUCED__6852-6913___7174-7230__DOTS_1,no significant pairs
2376.ID_1183_left__REDUCED__5184-5256___5517-5593__DOTS_1,no significant pairs
2377.ID_45:binLong:4_left_left__REDUCED__6853-6900___7162-7226__DOTS_1,no significant pairs
2378.ID_121:binLong:22_left_left__REDUCED__5253-5343___5605-5671__DOTS_1,no significant pairs
2379.ID_41:binLong:2_left_left__REDUCED__12341-12392___12654-12723__DOTS_1,no significant pairs
238.ID_291_left__REDUCED__10096-10167___10139-10198__DOTS_1,no significant pairs
2380.ID_829_left__REDUCED__25425-25491___25754-25802__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2381.ID_791_left__REDUCED__16628-16722___16986-17030__DOTS_1,no significant pairs
2382.ID_120:binLong:4_left_left__REDUCED__989-1094___1358-1437__DOTS_1,no significant pairs
2383.ID_88_left__REDUCED__4377-4425___4690-4794__DOTS_1,no significant pairs
2384.ID_571:binLong:6_left_left__REDUCED__1040-1102___1368-1433__DOTS_1,no significant pairs
2385.ID_1302_left__REDUCED__16623-16703___16969-17014__DOTS_1,no significant pairs
2386.ID_90_left__REDUCED__11829-11910___12177-12284__DOTS_1,no significant pairs
2387.ID_1055_left__REDUCED__19676-19779___20046-20112__DOTS_1,no significant pairs
2388.ID_661:binLong:23_left_left__REDUCED__6084-6135___6402-6473__DOTS_1,no significant pairs
2389.ID_20:binLong:12_left_left__REDUCED__6851-6898___7166-7231__DOTS_1,no significant pairs
239.ID_779_left__REDUCED__5658-5728___5700-5751__DOTS_1,no significant pairs
2390.ID_281:binLong:21_left_left__REDUCED__12351-12393___12661-12728__DOTS_1,no significant pairs
2391.ID_188:binLong:15_left_left__REDUCED__16958-17037___17306-17441__DOTS_1,no significant pairs
2392.ID_1279_left__REDUCED__16646-16704___16973-17020__DOTS_1,no significant pairs
2393.ID_861_left__REDUCED__5205-5256___5526-5594__DOTS_1,no significant pairs
2394.ID_912_left__REDUCED__16980-17045___17315-17400__DOTS_1,no significant pairs
2395.ID_166_left__REDUCED__19655-19772___20043-20110__DOTS_1,no significant pairs
2396.ID_1246_left__REDUCED__19654-19775___20046-20113__DOTS_1,no significant pairs
2397.ID_995:binLong:16_left_left__REDUCED__18692-18742___19013-19086__DOTS_1,no significant pairs
2398.ID_115:binLong:31_left_left__REDUCED__16632-16710___16982-17024__DOTS_1,no significant pairs
2399.ID_616_left__REDUCED__19689-19779___20052-20109__DOTS_1,no significant pairs
24.ID_555_left__REDUCED__16273-16357___16286-16376__DOTS_1,no significant pairs
240.ID_184:binShort:3_left_left__REDUCED__28520-28591___28563-28622__DOTS_1,no significant pairs
2400.ID_1206_left__REDUCED__16624-16700___16973-17022__DOTS_1,no significant pairs
2401.ID_31:binLong:11_left_left__REDUCED__5993-6165___6439-6567__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2402.ID_938_left__REDUCED__18672-18734___19008-19082__DOTS_1,no significant pairs
2403.ID_1313_left__REDUCED__6852-6897___7171-7253__DOTS_1,no significant pairs
2404.ID_51_left__REDUCED__13937-14012___14287-14340__DOTS_1,no significant pairs
2405.ID_146_left__REDUCED__983-1086___1361-1429__DOTS_1,no significant pairs
2406.ID_506_left__REDUCED__25417-25479___25754-25799__DOTS_1,no significant pairs
2407.ID_349:binLong:2_left_left__REDUCED__13943-14018___14293-14341__DOTS_1,no significant pairs
2408.ID_1197_left__REDUCED__987-1090___1366-1433__DOTS_1,no significant pairs
2409.ID_1057:binLong:30_left_left__REDUCED__28425-28480___28756-28809__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
241.ID_470:binShort:1_left_left__REDUCED__5604-5659___5631-5699__DOTS_1,no significant pairs
2410.ID_24:binLong:9_left_left__REDUCED__28455-28525___28801-28908__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2411.ID_1212_left__REDUCED__6858-6898___7175-7226__DOTS_1,no significant pairs
2412.ID_415_left__REDUCED__9491-9604___9882-9952__DOTS_1,no significant pairs
2413.ID_1242_left__REDUCED__9539-9616___9894-9958__DOTS_1,no significant pairs
2414.ID_884_left__REDUCED__16979-17033___17311-17380__DOTS_1,no significant pairs
2415.ID_102:binLong:18_left_left__REDUCED__9566-9623___9901-9968__DOTS_1,no significant pairs
2416.ID_244:binLong:6_left_left__REDUCED__963-1065___1343-1416__DOTS_1,no significant pairs
2417.ID_329_left__REDUCED__16620-16704___16983-17031__DOTS_1,no significant pairs
2418.ID_26:binLong:15_left_left__REDUCED__18662-18734___19013-19089__DOTS_1,no significant pairs
2419.ID_381:binLong:26_left_left__REDUCED__27368-27412___27691-27756__DOTS_1,no significant pairs
242.ID_274:binShort:1_left_left__REDUCED__4830-4894___4866-4928__DOTS_1,no significant pairs
2420.ID_111_left__REDUCED__18677-18738___19018-19089__DOTS_1,no significant pairs
2421.ID_968_left__REDUCED__19696-19778___20058-20114__DOTS_1,no significant pairs
2422.ID_24:binLong:22_left_left__REDUCED__12337-12409___12689-12763__DOTS_1,no significant pairs
2423.ID_1285_left__REDUCED__991-1090___1370-1402__DOTS_1,no significant pairs
2424.ID_126:binLong:21_left_left__REDUCED__13939-14001___14281-14348__DOTS_1,no significant pairs
2425.ID_1287_left__REDUCED__9568-9617___9898-9959__DOTS_1,no significant pairs
2426.ID_227_left__REDUCED__16961-17033___17315-17439__DOTS_1,no significant pairs
2427.ID_609:binLong:8_left_left__REDUCED__4384-4416___4700-4752__DOTS_1,no significant pairs
2428.ID_233:binLong:5_left_left__REDUCED__13933-13964___14249-14319__DOTS_1,no significant pairs
2429.ID_229_left__REDUCED__9499-9606___9892-9957__DOTS_1,no significant pairs
243.ID_515_left__REDUCED__2802-2860___2832-2920__DOTS_1,no significant pairs
2430.ID_132:binLong:10_left_left__REDUCED__11820-11900___12186-12281__DOTS_1,no significant pairs
2431.ID_1007_left__REDUCED__12331-12421___12708-12761__DOTS_1,no significant pairs
2432.ID_1110_left__REDUCED__16623-16699___16986-17029__DOTS_1,no significant pairs
2433.ID_193:binLong:8_left_left__REDUCED__12339-12393___12680-12758__DOTS_1,no significant pairs
2434.ID_52:binLong:22_left_left__REDUCED__26480-26549___26837-26926__DOTS_1,no significant pairs
2435.ID_159:binLong:10_left_left__REDUCED__9437-9576___9865-9946__DOTS_1,no significant pairs
2436.ID_1293_left__REDUCED__9543-9609___9898-9969__DOTS_1,no significant pairs
2437.ID_352:binLong:11_left_left__REDUCED__18668-18730___19020-19096__DOTS_1,no significant pairs
2438.ID_298_left__REDUCED__12322-12412___12703-12767__DOTS_1,no significant pairs
2439.ID_640_left__REDUCED__16964-17029___17320-17414__DOTS_1,no significant pairs
244.ID_143:binShort:3_left_left__REDUCED__8015-8087___8059-8111__DOTS_1,no significant pairs
2440.ID_1135_left__REDUCED__16626-16703___16994-17029__DOTS_1,no significant pairs
2441.ID_1139_left__REDUCED__16629-16699___16990-17034__DOTS_1,no significant pairs
2442.ID_547:binLong:3_left_left__REDUCED__9555-9611___9903-9963__DOTS_1,no significant pairs
2443.ID_261:binLong:4_left_left__REDUCED__971-1063___1356-1439__DOTS_1,no significant pairs
2444.ID_17:binLong:1_left_left__REDUCED__19670-19764___20057-20113__DOTS_1,no significant pairs
2445.ID_77_left__REDUCED__9549-9607___9901-9977__DOTS_1,no significant pairs
2446.ID_954_left__REDUCED__26497-26557___26851-26918__DOTS_1,no significant pairs
2447.ID_163:binLong:2_left_left__REDUCED__16612-16686___16981-17039__DOTS_1,no significant pairs
2448.ID_140_left__REDUCED__11817-11889___12185-12301__DOTS_1,no significant pairs
2449.ID_728_left__REDUCED__9533-9598___9894-9955__DOTS_1,no significant pairs
245.ID_704_left__REDUCED__6057-6113___6085-6160__DOTS_1,no significant pairs
2450.ID_568_left__REDUCED__16982-17029___17325-17395__DOTS_1,no significant pairs
2451.ID_44:binLong:14_left_left__REDUCED__28435-28505___28801-28924__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2452.ID_160:binLong:11_left_left__REDUCED__4322-4385___4681-4752__DOTS_1,no significant pairs
2453.ID_37:binLong:20_left_left__REDUCED__6060-6133___6430-6526__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2454.ID_45:binLong:7_left_left__REDUCED__19685-19778___20075-20117__DOTS_1,no significant pairs
2455.ID_329:binLong:47_left_left__REDUCED__11858-11912___12209-12277__DOTS_1,no significant pairs
2456.ID_102:binLong:22_left_left__REDUCED__1000-1095___1394-1483__DOTS_1,no significant pairs
2457.ID_787:binLong:6_left_left__REDUCED__963-1058___1359-1431__DOTS_1,no significant pairs
2458.ID_2:binLong:14_left_left__REDUCED__26465-26549___26850-26905__DOTS_1,no significant pairs
2459.ID_37:binLong:11_left_left__REDUCED__23183-23252___23553-23620__DOTS_1,no significant pairs
246.ID_914_left__REDUCED__19071-19145___19117-19185__DOTS_1,no significant pairs
2460.ID_411:binLong:59_left_left__REDUCED__6848-6899___7201-7237__DOTS_1,no significant pairs
2461.ID_309_left__REDUCED__9450-9576___9879-9948__DOTS_1,no significant pairs
2462.ID_56:binLong:9_left_left__REDUCED__19649-19709___20012-20113__DOTS_1,no significant pairs
2463.ID_894_left__REDUCED__25408-25452___25755-25804__DOTS_1,no significant pairs
2464.ID_350_left__REDUCED__13932-13984___14288-14337__DOTS_1,no significant pairs
2465.ID_39:binLong:23_left_left__REDUCED__12304-12409___12714-12769__DOTS_1,no significant pairs
2466.ID_28:binLong:13_left_left__REDUCED__19652-19747___20053-20114__DOTS_1,no significant pairs
2467.ID_43:binLong:18_left_left__REDUCED__12328-12403___12709-12759__DOTS_1,no significant pairs
2468.ID_300_left__REDUCED__13930-13988___14295-14335__DOTS_1,no significant pairs
2469.ID_185:binLong:16_left_left__REDUCED__19672-19761___20068-20111__DOTS_1,no significant pairs
247.ID_23:binShort:1_left_left__REDUCED__16484-16552___16524-16587__DOTS_1,no significant pairs
2470.ID_163:binLong:20_left_left__REDUCED__16949-17044___17352-17452__DOTS_1,no significant pairs
2471.ID_599:binLong:6_left_left__REDUCED__965-1058___1366-1443__DOTS_1,no significant pairs
2472.ID_136:binLong:1_left_left__REDUCED__12326-12412___12720-12764__DOTS_1,no significant pairs
2473.ID_78:binLong:53_left_left__REDUCED__27372-27422___27730-27774__DOTS_1,no significant pairs
2474.ID_418_left__REDUCED__9451-9577___9887-9949__DOTS_1,no significant pairs
2475.ID_171:binLong:23_left_left__REDUCED__4328-4377___4687-4734__DOTS_1,no significant pairs
2476.ID_1051_left__REDUCED__9548-9602___9912-9982__DOTS_1,no significant pairs
2477.ID_261:binLong:14_left_left__REDUCED__11820-11874___12185-12296__DOTS_1,no significant pairs
2478.ID_204:binLong:17_left_left__REDUCED__12323-12404___12715-12772__DOTS_1,no significant pairs
2479.ID_338:binLong:3_left_left__REDUCED__11820-11886___12198-12298__DOTS_1,no significant pairs
248.ID_157:binShort:1_left_left__REDUCED__2797-2862___2834-2894__DOTS_1,no significant pairs
2480.ID_149:binLong:22_left_left__REDUCED__28426-28507___28819-28939__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2481.ID_1112_left__REDUCED__10298-10356___10668-10755__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2482.ID_485:binLong:10_left_left__REDUCED__25406-25452___25764-25802__DOTS_1,no significant pairs
2483.ID_161:binLong:8_left_left__REDUCED__9433-9559___9872-9948__DOTS_1,no significant pairs
2484.ID_258:binLong:24_left_left__REDUCED__9461-9568___9881-9947__DOTS_1,no significant pairs
2485.ID_894:binLong:4_left_left__REDUCED__956-1053___1366-1444__DOTS_1,no significant pairs
2486.ID_50:binLong:3_left_left__REDUCED__19677-19754___20067-20113__DOTS_1,no significant pairs
2487.ID_355:binLong:16_left_left__REDUCED__9542-9582___9895-9942__DOTS_1,no significant pairs
2488.ID_39:binLong:2_left_left__REDUCED__16952-17028___17342-17447__DOTS_1,no significant pairs
2489.ID_311_left__REDUCED__10306-10352___10667-10764__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
249.ID_527_left__REDUCED__11233-11303___11276-11340__DOTS_1,no significant pairs
2490.ID_93:binLong:2_left_left__REDUCED__19676-19749___20064-20114__DOTS_1,no significant pairs
2491.ID_4:binLong:12_left_left__REDUCED__12322-12396___12712-12763__DOTS_1,no significant pairs
2492.ID_1000_left__REDUCED__5989-6139___6456-6567__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2493.ID_402_left__REDUCED__9467-9576___9893-9958__DOTS_1,no significant pairs
2494.ID_1134_left__REDUCED__11822-11884___12201-12296__DOTS_1,no significant pairs
2495.ID_1174_left__REDUCED__11817-11880___12198-12297__DOTS_1,no significant pairs
2496.ID_101:binLong:13_left_left__REDUCED__12327-12409___12727-12793__DOTS_1,no significant pairs
2497.ID_1109:binLong:45_left_left__REDUCED__13931-13982___14300-14326__DOTS_1,no significant pairs
2498.ID_55:binLong:10_left_left__REDUCED__28427-28501___28820-28942__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2499.ID_744:binLong:40_left_left__REDUCED__13927-13969___14288-14342__DOTS_1,no significant pairs
25.ID_674_left__REDUCED__21042-21126___21056-21138__DOTS_1,no significant pairs
250.ID_857_left__REDUCED__12728-12791___12764-12828__DOTS_1,no significant pairs
2500.ID_10:binLong:21_left_left__REDUCED__16947-17045___17366-17456__DOTS_1,no significant pairs
2501.ID_339:binLong:2_left_left__REDUCED__11823-11874___12195-12293__DOTS_1,no significant pairs
2502.ID_146:binLong:8_left_left__REDUCED__19057-19144___19465-19555__DOTS_1,no significant pairs
2503.ID_437_left__REDUCED__10303-10345___10667-10757__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2504.ID_899_left__REDUCED__19669-19753___20075-20116__DOTS_1,no significant pairs
2505.ID_80:binLong:12_left_left__REDUCED__6077-6164___6486-6546__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2506.ID_165_left__REDUCED__5182-5275___5598-5669__DOTS_1,no significant pairs
2507.ID_386_left__REDUCED__19647-19721___20045-20114__DOTS_1,no significant pairs
2508.ID_724_left__REDUCED__16945-17028___17352-17454__DOTS_1,no significant pairs
2509.ID_1:binLong:9_left_left__REDUCED__4354-4431___4755-4832__DOTS_1,no significant pairs
251.ID_101:binShort:4_left_left__REDUCED__2430-2498___2471-2536__DOTS_1,no significant pairs
2510.ID_80:binLong:15_left_left__REDUCED__12340-12405___12729-12765__DOTS_1,no significant pairs
2511.ID_396_left__REDUCED__5887-6147___6472-6568__DOTS_1,no significant pairs
2512.ID_1204_left__REDUCED__5977-6151___6476-6562__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2513.ID_1006_left__REDUCED__28422-28491___28816-28923__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2514.ID_723_left__REDUCED__16951-17031___17357-17452__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2515.ID_1087_left__REDUCED__5169-5269___5595-5670__DOTS_1,no significant pairs
2516.ID_979_left__REDUCED__7775-7867___8193-8272__DOTS_1,no significant pairs
2517.ID_1158_left__REDUCED__11824-11883___12209-12292__DOTS_1,no significant pairs
2518.ID_89:binLong:8_left_left__REDUCED__2251-2320___2646-2715__DOTS_1,no significant pairs
2519.ID_212:binLong:51_left_left__REDUCED__13926-13971___14297-14355__DOTS_1,no significant pairs
252.ID_783_left__REDUCED__5933-5998___5971-6021__DOTS_1,no significant pairs
2520.ID_1195_left__REDUCED__11825-11886___12213-12297__DOTS_1,no significant pairs
2521.ID_141:binLong:12_left_left__REDUCED__9512-9576___9903-9943__DOTS_1,no significant pairs
2522.ID_92:binLong:8_left_left__REDUCED__23169-23232___23559-23612__DOTS_1,no significant pairs
2523.ID_85:binLong:19_left_left__REDUCED__19059-19144___19471-19553__DOTS_1,no significant pairs
2524.ID_216:binLong:19_left_left__REDUCED__9461-9566___9894-9946__DOTS_1,no significant pairs
2525.ID_1196_left__REDUCED__19671-19751___20079-20114__DOTS_1,no significant pairs
2526.ID_358_left__REDUCED__5175-5266___5595-5676__DOTS_1,no significant pairs
2527.ID_315_left__REDUCED__5916-6147___6477-6566__DOTS_1,no significant pairs
2528.ID_1228_left__REDUCED__19652-19715___20045-20111__DOTS_1,no significant pairs
2529.ID_212:binLong:1_left_left__REDUCED__23169-23241___23571-23618__DOTS_1,no significant pairs
253.ID_344:binShort:3_left_left__REDUCED__19038-19097___19070-19129__DOTS_1,no significant pairs
2530.ID_820_left__REDUCED__4367-4425___4756-4828__DOTS_1,no significant pairs
2531.ID_112:binLong:11_left_left__REDUCED__4370-4416___4747-4832__DOTS_1,no significant pairs
2532.ID_476:binLong:6_left_left__REDUCED__12334-12396___12727-12767__DOTS_1,no significant pairs
2533.ID_117_left__REDUCED__12309-12392___12724-12767__DOTS_1,no significant pairs
2534.ID_12:binLong:8_left_left__REDUCED__28436-28491___28823-28935__DOTS_1,no significant pairs
2535.ID_227:binLong:3_left_left__REDUCED__23192-23245___23577-23620__DOTS_1,no significant pairs
2536.ID_55:binLong:3_left_left__REDUCED__19644-19717___20050-20111__DOTS_1,no significant pairs
2537.ID_62:binLong:19_left_left__REDUCED__943-1018___1351-1457__DOTS_1,no significant pairs
2538.ID_443_left__REDUCED__5181-5269___5603-5669__DOTS_1,no significant pairs
2539.ID_11:binLong:17_left_left__REDUCED__6002-6139___6474-6562__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
254.ID_977_left__REDUCED__7042-7127___7100-7161__DOTS_1,no significant pairs
2540.ID_49:binLong:18_left_left__REDUCED__28409-28485___28820-28930__DOTS_1,no significant pairs
2541.ID_151_left__REDUCED__19646-19707___20043-20111__DOTS_1,no significant pairs
2542.ID_584_left__REDUCED__5178-5259___5595-5671__DOTS_1,no significant pairs
2543.ID_172:binLong:2_left_left__REDUCED__7799-7860___8196-8269__DOTS_1,no significant pairs
2544.ID_636_left__REDUCED__5993-6146___6484-6570__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2545.ID_854_left__REDUCED__11813-11874___12212-12303__DOTS_1,no significant pairs
2546.ID_114:binLong:13_left_left__REDUCED__16955-17028___17366-17446__DOTS_1,no significant pairs
2547.ID_122:binLong:16_left_left__REDUCED__16957-17037___17375-17454__DOTS_1,no significant pairs
2548.ID_18_left__REDUCED__5993-6140___6479-6567__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2549.ID_219_left__REDUCED__5178-5264___5603-5671__DOTS_1,no significant pairs
255.ID_596_left__REDUCED__29424-29495___29468-29540__DOTS_1,no significant pairs
2550.ID_39:binLong:16_left_left__REDUCED__9470-9555___9894-9946__DOTS_1,no significant pairs
2551.ID_24:binLong:12_left_left__REDUCED__19654-19724___20063-20113__DOTS_1,no significant pairs
2552.ID_106:binLong:9_left_left__REDUCED__28398-28480___28819-28937__DOTS_1,no significant pairs
2553.ID_726:binLong:58_left_left__REDUCED__4376-4424___4763-4821__DOTS_1,no significant pairs
2554.ID_113:binLong:16_left_left__REDUCED__12291-12376___12715-12764__DOTS_1,no significant pairs
2555.ID_73:binLong:4_left_left__REDUCED__9509-9566___9907-9956__DOTS_1,no significant pairs
2556.ID_129:binLong:5_left_left__REDUCED__19657-19737___20078-20114__DOTS_1,no significant pairs
2557.ID_996_left__REDUCED__23168-23234___23577-23619__DOTS_1,no significant pairs
2558.ID_928_left__REDUCED__19647-19708___20052-20112__DOTS_1,no significant pairs
2559.ID_441:binLong:9_left_left__REDUCED__23167-23241___23585-23623__DOTS_1,no significant pairs
256.ID_61:binShort:2_left_left__REDUCED__5608-5661___5634-5702__DOTS_1,no significant pairs
2560.ID_103:binLong:7_left_left__REDUCED__6001-6132___6477-6561__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2561.ID_345_left__REDUCED__4370-4424___4769-4831__DOTS_1,no significant pairs
2562.ID_956_left__REDUCED__944-1022___1367-1450__DOTS_1,no significant pairs
2563.ID_101:binLong:24_left_left__REDUCED__5173-5250___5595-5677__DOTS_1,no significant pairs
2564.ID_335:binLong:3_left_left__REDUCED__16955-17036___17383-17449__DOTS_1,no significant pairs
2565.ID_55:binLong:17_left_left__REDUCED__19062-19147___19494-19568__DOTS_1,no significant pairs
2566.ID_204:binLong:16_left_left__REDUCED__19658-19717___20064-20114__DOTS_1,no significant pairs
2567.ID_307_left__REDUCED__16954-17031___17380-17451__DOTS_1,no significant pairs
2568.ID_6:binLong:20_left_left__REDUCED__916-964___1313-1392__DOTS_1,no significant pairs
2569.ID_205:binLong:8_left_left__REDUCED__11371-11460___11809-11872__DOTS_1,no significant pairs
257.ID_595_left__REDUCED__5970-6028___6001-6070__DOTS_1,no significant pairs
2570.ID_1033_left__REDUCED__9468-9538___9888-9937__DOTS_1,no significant pairs
2571.ID_330:binLong:10_left_left__REDUCED__13839-13936___14287-14369__DOTS_1,no significant pairs
2572.ID_130:binLong:16_left_left__REDUCED__19645-19698___20050-20109__DOTS_1,no significant pairs
2573.ID_87:binLong:21_left_left__REDUCED__19647-19708___20060-20111__DOTS_1,no significant pairs
2574.ID_11:binLong:9_left_left__REDUCED__18575-18666___19018-19093__DOTS_1,no significant pairs
2575.ID_566:binLong:6_left_left__REDUCED__9499-9555___9907-9944__DOTS_1,no significant pairs
2576.ID_13:binLong:18_left_left__REDUCED__944-1014___1367-1453__DOTS_1,no significant pairs
2577.ID_33:binLong:19_left_left__REDUCED__7781-7846___8199-8287__DOTS_1,no significant pairs
2578.ID_198:binLong:14_left_left__REDUCED__19074-19140___19494-19556__DOTS_1,no significant pairs
2579.ID_128:binLong:12_left_left__REDUCED__19644-19689___20045-20110__DOTS_1,no significant pairs
258.ID_133:binShort:1_left_left__REDUCED__872-938___911-1013__DOTS_1,no significant pairs
2580.ID_10:binLong:14_left_left__REDUCED__1931-1990___2346-2424__DOTS_1,no significant pairs
2581.ID_739_left__REDUCED__11795-11865___12222-12298__DOTS_1,no significant pairs
2582.ID_471_left__REDUCED__19060-19142___19500-19561__DOTS_1,no significant pairs
