MSA name,Output
1929.ID_69:binLong:14_left_left__REDUCED__810-1137___1232-1416__DOTS_1,no significant pairs
193.ID_983_left__REDUCED__12816-12883___12852-12911__DOTS_1,no significant pairs
1930.ID_651_left__REDUCED__25446-25478___25573-25633__DOTS_1,no significant pairs
1931.ID_86:binLong:14_left_left__REDUCED__3407-3482___3577-3644__DOTS_1,no significant pairs
1932.ID_86:binLong:5_left_left__REDUCED__2932-2978___3073-3133__DOTS_1,no significant pairs
1933.ID_1444:binLong:48_left_left__REDUCED__3232-3290___3385-3441__DOTS_1,no significant pairs
1934.ID_71_left__REDUCED__5263-5334___5430-5527__DOTS_1,no significant pairs
1935.ID_1085_left__REDUCED__12849-12922___13018-13085__DOTS_1,no significant pairs
1936.ID_564_left__REDUCED__2467-2549___2645-2712__DOTS_1,no significant pairs
1937.ID_1301_left__REDUCED__12856-12925___13022-13067__DOTS_1,no significant pairs
1938.ID_145:binLong:9_left_left__REDUCED__18818-18907___19004-19080__DOTS_1,no significant pairs
1939.ID_302_left__REDUCED__29637-29705___29803-29877__DOTS_1,no significant pairs
194.ID_298:binShort:1_left_left__REDUCED__12008-12067___12036-12097__DOTS_1,no significant pairs
1940.ID_860_left__REDUCED__16712-16756___16854-16922__DOTS_1,no significant pairs
1941.ID_38:binLong:11_left_left__REDUCED__3751-3804___3902-3997__DOTS_1,no significant pairs
1942.ID_578:binLong:31_left_left__REDUCED__11512-11558___11656-11714__DOTS_1,no significant pairs
1943.ID_220_left__REDUCED__17077-17157___17256-17306__DOTS_1,no significant pairs
1944.ID_490_left__REDUCED__8326-8400___8499-8583__DOTS_1,no significant pairs
1945.ID_87:binLong:8_left_left__REDUCED__10114-10192___10291-10358__DOTS_1,no significant pairs
1946.ID_1052_left__REDUCED__26201-26238___26337-26377__DOTS_1,no significant pairs
1947.ID_951:binLong:18_left_left__REDUCED__22904-22935___23034-23096__DOTS_1,no significant pairs
1948.ID_156_left__REDUCED__28455-28525___28625-28721__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1949.ID_718_left__REDUCED__26690-26753___26853-26903__DOTS_1,no significant pairs
195.ID_441:binShort:2_left_left__REDUCED__5159-5238___5207-5278__DOTS_1,no significant pairs
1950.ID_1071_left__REDUCED__26495-26549___26649-26748__DOTS_1,no significant pairs
1951.ID_949_left__REDUCED__985-1145___1246-1411__DOTS_1,no significant pairs
1952.ID_124:binLong:14_left_left__REDUCED__4413-4482___4583-4675__DOTS_1,no significant pairs
1953.ID_1324_left__REDUCED__4449-4526___4627-4685__DOTS_1,no significant pairs
1954.ID_234:binLong:6_left_left__REDUCED__16205-16268___16369-16418__DOTS_1,no significant pairs
1955.ID_1295_left__REDUCED__26491-26552___26653-26753__DOTS_1,no significant pairs
1956.ID_82:binLong:19_left_left__REDUCED__1097-1160___1261-1311__DOTS_1,no significant pairs
1957.ID_79_left__REDUCED__28452-28523___28625-28718__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1958.ID_114:binLong:12_left_left__REDUCED__1085-1136___1238-1304__DOTS_1,no significant pairs
1959.ID_262:binLong:10_left_left__REDUCED__20213-20289___20391-20441__DOTS_1,no significant pairs
196.ID_18:binShort:2_left_left__REDUCED__14969-15036___15005-15082__DOTS_1,no significant pairs
1960.ID_68:binLong:17_left_left__REDUCED__18808-18906___19008-19080__DOTS_1,no significant pairs
1961.ID_1216_left__REDUCED__4448-4529___4631-4680__DOTS_1,no significant pairs
1962.ID_353_left__REDUCED__2918-2983___3086-3135__DOTS_1,no significant pairs
1963.ID_405_left__REDUCED__3225-3290___3393-3481__DOTS_1,no significant pairs
1964.ID_463_left__REDUCED__26201-26238___26341-26388__DOTS_1,no significant pairs
1965.ID_78:binLong:13_left_left__REDUCED__5256-5339___5442-5524__DOTS_1,no significant pairs
1966.ID_18:binLong:1_left_left__REDUCED__18816-18900___19003-19091__DOTS_1,no significant pairs
1967.ID_680_left__REDUCED__16704-16761___16865-16921__DOTS_1,no significant pairs
1968.ID_952_left__REDUCED__4444-4525___4629-4682__DOTS_1,no significant pairs
1969.ID_973_left__REDUCED__12851-12917___13021-13074__DOTS_1,no significant pairs
197.ID_52:binShort:4_left_left__REDUCED__12925-12986___12955-13022__DOTS_1,no significant pairs
1970.ID_371:binLong:13_left_left__REDUCED__12856-12907___13011-13073__DOTS_1,no significant pairs
1971.ID_742:binLong:31_left_left__REDUCED__6101-6178___6282-6333__DOTS_1,no significant pairs
1972.ID_290:binLong:64_left_left__REDUCED__14002-14089___14193-14256__DOTS_1,no significant pairs
1973.ID_192:binLong:10_left_left__REDUCED__4419-4467___4571-4674__DOTS_1,no significant pairs
1974.ID_36_left__REDUCED__14015-14094___14199-14264__DOTS_1,no significant pairs
1975.ID_711_left__REDUCED__28456-28519___28624-28718__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
1976.ID_188:binLong:11_left_left__REDUCED__23376-23439___23544-23619__DOTS_1,no significant pairs
1977.ID_380:binLong:43_left_left__REDUCED__1111-1181___1286-1331__DOTS_1,no significant pairs
1978.ID_29:binLong:11_left_left__REDUCED__10388-10478___10584-10666__DOTS_1,no significant pairs
1979.ID_1107_left__REDUCED__14022-14092___14198-14256__DOTS_1,no significant pairs
198.ID_42:binShort:3_left_left__REDUCED__14429-14505___14474-14534__DOTS_1,no significant pairs
1980.ID_254:binLong:45_left_left__REDUCED__7929-7985___8091-8127__DOTS_1,no significant pairs
1981.ID_67_left__REDUCED__4444-4520___4627-4684__DOTS_1,no significant pairs
1982.ID_890_left__REDUCED__20219-20284___20391-20436__DOTS_1,no significant pairs
1983.ID_15:binLong:15_left_left__REDUCED__10107-10184___10291-10349__DOTS_1,no significant pairs
1984.ID_185:binLong:4_left_left__REDUCED__29642-29701___29809-29856__DOTS_1,no significant pairs
1985.ID_39:binLong:9_left_left__REDUCED__26488-26549___26657-26765__DOTS_1,no significant pairs
1986.ID_115:binLong:10_left_left__REDUCED__23372-23449___23557-23608__DOTS_1,no significant pairs
1987.ID_647:binLong:6_left_left__REDUCED__29648-29696___29804-29851__DOTS_1,no significant pairs
1988.ID_695:binLong:3_left_left__REDUCED__10396-10434___10542-10614__DOTS_1,no significant pairs
1989.ID_186:binLong:51_left_left__REDUCED__11499-11558___11666-11719__DOTS_1,no significant pairs
199.ID_583_left__REDUCED__2429-2496___2466-2534__DOTS_1,no significant pairs
1990.ID_9:binLong:2_left_left__REDUCED__4411-4470___4579-4671__DOTS_1,no significant pairs
1991.ID_30:binLong:16_left_left__REDUCED__5266-5325___5434-5518__DOTS_1,no significant pairs
1992.ID_276_left__REDUCED__12846-12908___13018-13075__DOTS_1,no significant pairs
1993.ID_1128_left__REDUCED__986-1136___1246-1411__DOTS_1,no significant pairs
1994.ID_662_left__REDUCED__16672-16754___16864-16975__DOTS_1,no significant pairs
1995.ID_480_left__REDUCED__4443-4524___4634-4683__DOTS_1,no significant pairs
1996.ID_60:binLong:8_left_left__REDUCED__4421-4483___4593-4675__DOTS_1,no significant pairs
1997.ID_764:binLong:5_left_left__REDUCED__20213-20276___20386-20431__DOTS_1,no significant pairs
1998.ID_10:binLong:24_left_left__REDUCED__1088-1160___1270-1328__DOTS_1,no significant pairs
1999.ID_123:binLong:17_left_left__REDUCED__8350-8400___8510-8601__DOTS_1,no significant pairs
2.ID_228:binShort:3_left_left__REDUCED__12234-12345___12250-12351__DOTS_1,no significant pairs
20.ID_293_left__REDUCED__28517-28616___28542-28633__DOTS_1,no significant pairs
200.ID_648_left__REDUCED__6512-6571___6541-6596__DOTS_1,no significant pairs
2000.ID_251_left__REDUCED__2915-2968___3079-3129__DOTS_1,no significant pairs
2001.ID_1338_left__REDUCED__3229-3285___3396-3468__DOTS_1,no significant pairs
2002.ID_99_left__REDUCED__20212-20269___20381-20439__DOTS_1,no significant pairs
2003.ID_985_left__REDUCED__18754-18895___19007-19085__DOTS_1,no significant pairs
2004.ID_365_left__REDUCED__3231-3288___3400-3465__DOTS_1,no significant pairs
2005.ID_1193_left__REDUCED__12845-12912___13024-13066__DOTS_1,no significant pairs
2006.ID_765:binLong:40_left_left__REDUCED__6106-6175___6287-6325__DOTS_1,no significant pairs
2007.ID_621_left__REDUCED__1079-1132___1245-1316__DOTS_1,no significant pairs
2008.ID_1223_left__REDUCED__18794-18887___19000-19067__DOTS_1,no significant pairs
2009.ID_264:binLong:8_left_left__REDUCED__26493-26541___26654-26734__DOTS_1,no significant pairs
201.ID_498:binShort:2_left_left__REDUCED__633-710___680-737__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2010.ID_760_left__REDUCED__11906-11944___12058-12121__DOTS_1,no significant pairs
2011.ID_245_left__REDUCED__28453-28521___28636-28730__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2012.ID_28:binLong:22_left_left__REDUCED__3748-3804___3919-3986__DOTS_1,no significant pairs
2013.ID_1243_left__REDUCED__18793-18889___19004-19089__DOTS_1,no significant pairs
2014.ID_434:binLong:19_left_left__REDUCED__5252-5321___5436-5528__DOTS_1,no significant pairs
2015.ID_136:binLong:13_left_left__REDUCED__2914-2947___3062-3129__DOTS_1,no significant pairs
2016.ID_727_left__REDUCED__20207-20276___20392-20439__DOTS_1,no significant pairs
2017.ID_574_left__REDUCED__10113-10174___10291-10358__DOTS_1,no significant pairs
2018.ID_30:binLong:17_left_left__REDUCED__4415-4484___4601-4681__DOTS_1,no significant pairs
2019.ID_204:binLong:22_left_left__REDUCED__26478-26534___26651-26754__DOTS_1,no significant pairs
202.ID_513_left__REDUCED__4285-4348___4318-4381__DOTS_1,no significant pairs
2020.ID_144:binLong:10_left_left__REDUCED__10389-10456___10574-10674__DOTS_1,no significant pairs
2021.ID_197:binLong:3_left_left__REDUCED__8324-8400___8518-8582__DOTS_1,no significant pairs
2022.ID_317:binLong:22_left_left__REDUCED__3415-3480___3598-3646__DOTS_1,no significant pairs
2023.ID_929_left__REDUCED__12851-12903___13022-13078__DOTS_1,no significant pairs
2024.ID_817:binLong:38_left_left__REDUCED__2924-2969___3088-3140__DOTS_1,no significant pairs
2025.ID_464_left__REDUCED__3732-3796___3916-3980__DOTS_1,no significant pairs
2026.ID_514:binLong:55_left_left__REDUCED__2921-2977___3097-3147__DOTS_1,no significant pairs
2027.ID_218_left__REDUCED__4413-4470___4591-4672__DOTS_1,no significant pairs
2028.ID_253:binLong:3_left_left__REDUCED__5258-5331___5452-5528__DOTS_1,no significant pairs
2029.ID_333:binLong:13_left_left__REDUCED__4434-4478___4599-4672__DOTS_1,no significant pairs
203.ID_458:binShort:3_left_left__REDUCED__29386-29447___29417-29482__DOTS_1,no significant pairs
2030.ID_265_left__REDUCED__20211-20269___20391-20449__DOTS_1,no significant pairs
2031.ID_362_left__REDUCED__5257-5320___5442-5523__DOTS_1,no significant pairs
2032.ID_741_left__REDUCED__29628-29698___29820-29861__DOTS_1,no significant pairs
2033.ID_235:binLong:15_left_left__REDUCED__3416-3481___3603-3645__DOTS_1,no significant pairs
2034.ID_395:binLong:21_left_left__REDUCED__1078-1155___1277-1344__DOTS_1,no significant pairs
2035.ID_81_left__REDUCED__29633-29702___29825-29880__DOTS_1,no significant pairs
2036.ID_197:binLong:14_left_left__REDUCED__10376-10456___10579-10659__DOTS_1,no significant pairs
2037.ID_188:binLong:22_left_left__REDUCED__19834-19928___20051-20141__DOTS_1,no significant pairs
2038.ID_726_left__REDUCED__1072-1121___1244-1315__DOTS_1,no significant pairs
2039.ID_31:binLong:24_left_left__REDUCED__3742-3805___3928-3990__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
204.ID_287_left__REDUCED__17723-17784___17754-17829__DOTS_1,no significant pairs
2040.ID_427_left__REDUCED__4452-4526___4650-4691__DOTS_1,no significant pairs
2041.ID_209_left__REDUCED__2911-2977___3101-3150__DOTS_1,no significant pairs
2042.ID_141:binLong:16_left_left__REDUCED__12834-12890___13014-13083__DOTS_1,no significant pairs
2043.ID_455_left__REDUCED__4425-4473___4598-4673__DOTS_1,no significant pairs
2044.ID_709_left__REDUCED__18813-18886___19011-19081__DOTS_1,no significant pairs
2045.ID_547:binLong:49_left_left__REDUCED__17084-17155___17280-17322__DOTS_1,no significant pairs
2046.ID_114:binLong:16_left_left__REDUCED__18796-18894___19019-19068__DOTS_1,no significant pairs
2047.ID_140:binLong:14_left_left__REDUCED__26478-26522___26647-26770__DOTS_1,no significant pairs
2048.ID_445_left__REDUCED__6101-6166___6292-6343__DOTS_1,no significant pairs
2049.ID_67:binLong:9_left_left__REDUCED__7870-7968___8094-8181__DOTS_1,no significant pairs
205.ID_982_left__REDUCED__8110-8169___8139-8230__DOTS_1,no significant pairs
2050.ID_313:binLong:8_left_left__REDUCED__23329-23430___23556-23608__DOTS_1,no significant pairs
2051.ID_98:binLong:8_left_left__REDUCED__2414-2482___2608-2685__DOTS_1,no significant pairs
2052.ID_776_left__REDUCED__29629-29691___29818-29882__DOTS_1,no significant pairs
2053.ID_167:binLong:16_left_left__REDUCED__6096-6153___6280-6347__DOTS_1,no significant pairs
2054.ID_382_left__REDUCED__973-1147___1275-1427__DOTS_1,no significant pairs
2055.ID_237_left__REDUCED__10383-10444___10572-10667__DOTS_1,no significant pairs
2056.ID_14:binLong:14_left_left__REDUCED__19830-19922___20050-20143__DOTS_1,no significant pairs
2057.ID_135:binLong:21_left_left__REDUCED__18802-18880___19008-19084__DOTS_1,no significant pairs
2058.ID_258_left__REDUCED__6103-6169___6298-6348__DOTS_1,no significant pairs
2059.ID_104:binLong:5_left_left__REDUCED__18799-18889___19018-19088__DOTS_1,no significant pairs
206.ID_652_left__REDUCED__16734-16800___16770-16853__DOTS_1,no significant pairs
2060.ID_299_left__REDUCED__4446-4519___4649-4695__DOTS_1,no significant pairs
2061.ID_148_left__REDUCED__6078-6144___6274-6359__DOTS_1,no significant pairs
2062.ID_158:binLong:14_left_left__REDUCED__3774-3832___3962-3995__DOTS_1,no significant pairs
2063.ID_365:binLong:61_left_left__REDUCED__2925-2966___3096-3149__DOTS_1,no significant pairs
2064.ID_1178_left__REDUCED__3744-3798___3928-3985__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2065.ID_342:binLong:13_left_left__REDUCED__3404-3469___3600-3642__DOTS_1,no significant pairs
2066.ID_20:binLong:8_left_left__REDUCED__11455-11556___11688-11784__DOTS_1,no significant pairs
2067.ID_619_left__REDUCED__4419-4467___4599-4679__DOTS_1,no significant pairs
2068.ID_752_left__REDUCED__7884-7969___8101-8175__DOTS_1,no significant pairs
2069.ID_156:binLong:10_left_left__REDUCED__10099-10170___10302-10360__DOTS_1,no significant pairs
207.ID_565_left__REDUCED__598-657___627-718__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2070.ID_765:binLong:45_left_left__REDUCED__2912-2972___3104-3156__DOTS_1,no significant pairs
2071.ID_156:binLong:61_left_left__REDUCED__28462-28516___28649-28740__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2072.ID_1219_left__REDUCED__3750-3794___3927-3980__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2073.ID_187_left__REDUCED__13998-14092___14226-14289__DOTS_1,no significant pairs
2074.ID_118:binLong:22_left_left__REDUCED__11918-11991___12125-12188__DOTS_1,no significant pairs
2075.ID_46:binLong:11_left_left__REDUCED__976-1131___1267-1420__DOTS_1,no significant pairs
2076.ID_1:binLong:20_left_left__REDUCED__976-1138___1275-1416__DOTS_1,no significant pairs
2077.ID_217_left__REDUCED__14009-14094___14231-14292__DOTS_1,no significant pairs
2078.ID_281:binLong:4_left_left__REDUCED__1068-1109___1246-1320__DOTS_1,no significant pairs
2079.ID_163:binLong:49_left_left__REDUCED__2879-2968___3105-3141__DOTS_1,no significant pairs
208.ID_607_left__REDUCED__10617-10672___10642-10725__DOTS_1,no significant pairs
2080.ID_1266_left__REDUCED__28460-28526___28663-28721__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2081.ID_351:binLong:61_left_left__REDUCED__29637-29686___29823-29878__DOTS_1,no significant pairs
2082.ID_263:binLong:10_left_left__REDUCED__18749-18867___19005-19083__DOTS_1,no significant pairs
2083.ID_190:binLong:23_left_left__REDUCED__10396-10450___10588-10678__DOTS_1,no significant pairs
2084.ID_186:binLong:9_left_left__REDUCED__6903-7018___7157-7225__DOTS_1,no significant pairs
2085.ID_207:binLong:62_left_left__REDUCED__4452-4524___4663-4702__DOTS_1,no significant pairs
2086.ID_740_left__REDUCED__4413-4467___4607-4691__DOTS_1,no significant pairs
2087.ID_266_left__REDUCED__17072-17159___17300-17357__DOTS_1,no significant pairs
2088.ID_33:binLong:48_left_left__REDUCED__17085-17157___17298-17332__DOTS_1,no significant pairs
2089.ID_1233_left__REDUCED__28461-28523___28664-28738__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
209.ID_301:binShort:4_left_left__REDUCED__28833-28914___28884-28964__DOTS_1,no significant pairs
2090.ID_240_left__REDUCED__4449-4518___4660-4698__DOTS_1,no significant pairs
2091.ID_1002_left__REDUCED__10385-10434___10576-10650__DOTS_1,no significant pairs
2092.ID_1344_left__REDUCED__28456-28515___28657-28732__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2093.ID_99:binLong:62_left_left__REDUCED__29634-29694___29837-29884__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2094.ID_85:binLong:18_left_left__REDUCED__6078-6136___6280-6373__DOTS_1,no significant pairs
2095.ID_1030_left__REDUCED__971-1132___1277-1425__DOTS_1,no significant pairs
2096.ID_38_left__REDUCED__9002-9051___9196-9233__DOTS_1,no significant pairs
2097.ID_892_left__REDUCED__6072-6145___6290-6360__DOTS_1,no significant pairs
2098.ID_114_left__REDUCED__2260-2336___2481-2530__DOTS_1,no significant pairs
2099.ID_391_left__REDUCED__28457-28516___28661-28754__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
21.ID_864_left__REDUCED__8682-8783___8709-8804__DOTS_1,no significant pairs
210.ID_179:binShort:3_left_left__REDUCED__10770-10839___10809-10859__DOTS_1,no significant pairs
2100.ID_122:binLong:10_left_left__REDUCED__16649-16753___16899-16994__DOTS_1,no significant pairs
2101.ID_89:binLong:9_left_left__REDUCED__11446-11553___11699-11778__DOTS_1,no significant pairs
2102.ID_1042:binLong:56_left_left__REDUCED__15165-15202___15348-15420__DOTS_1,no significant pairs
2103.ID_796_left__REDUCED__29609-29685___29832-29884__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
2104.ID_533_left__REDUCED__14012-14092___14239-14306__DOTS_1,no significant pairs
2105.ID_70:binLong:3_left_left__REDUCED__16666-16745___16893-16987__DOTS_1,no significant pairs
2106.ID_9:binLong:19_left_left__REDUCED__11448-11565___11713-11794__DOTS_1,no significant pairs
